technology,parameter,value,unit,source,further description,currency_year,financial_case,scenario
Pumped Storage Hydropower - National Class 9,investment,3746.633321412549,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Pumped Storage Hydropower - National Class 9,FOM,0.48,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Pumped Storage Hydropower - National Class 9,VOM,0.5125,USD/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Residential Battery Storage - 5 kW - 20 kWh,investment,4774.420697815167,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Residential Battery Storage - 5 kW - 20 kWh,CF,0.167,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Residential Battery Storage - 5 kW - 20 kWh,FOM,2.5,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Residential Battery Storage - 5 kW - 12.5 kWh,investment,3746.406113013155,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Residential Battery Storage - 5 kW - 12.5 kWh,CF,0.104,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Residential Battery Storage - 5 kW - 12.5 kWh,FOM,2.5,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Utility-Scale Battery Storage - 10Hr,investment,3943.972678767392,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Utility-Scale Battery Storage - 10Hr,CF,0.415,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Utility-Scale Battery Storage - 10Hr,FOM,2.5,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Utility-Scale Battery Storage - 2Hr,investment,988.3217001569556,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Utility-Scale Battery Storage - 2Hr,CF,0.083,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Utility-Scale Battery Storage - 2Hr,FOM,2.5,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Utility-Scale Battery Storage - 4Hr,investment,1727.2344448095646,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Utility-Scale Battery Storage - 4Hr,CF,0.1669999999999999,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Utility-Scale Battery Storage - 4Hr,FOM,2.5,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
battery storage,investment,2466.1471894621736,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
battery storage,CF,0.249,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
battery storage,FOM,2.5,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Utility-Scale Battery Storage - 8Hr,investment,3205.0599341147827,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Utility-Scale Battery Storage - 8Hr,CF,0.332,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Utility-Scale Battery Storage - 8Hr,FOM,2.5,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
hydro,investment,2574.060290445133,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
hydro,CF,0.343199424206558,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
hydro,FOM,2.5,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NPD 2,investment,5514.420971397595,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NPD 2,CF,0.41420977456076,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NPD 2,FOM,1.4,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NPD 3,investment,5470.633422920296,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NPD 3,CF,0.330514984014358,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NPD 3,FOM,1.67,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NPD 4,investment,12372.28963824994,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NPD 4,CF,0.37667350169906,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NPD 4,FOM,1.25,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NPD 5,investment,4215.71731949111,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NPD 5,CF,0.442111610571581,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NPD 5,FOM,0.71,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NPD 6,investment,6873.82980826428,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NPD 6,CF,0.442111610571581,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NPD 6,FOM,0.49,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NPD 7,investment,11888.438132306072,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NPD 7,CF,0.611506631636345,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NPD 7,FOM,0.46,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NPD 8,investment,16282.953808941558,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NPD 8,CF,0.305696690399902,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NPD 8,FOM,0.73,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
ror,investment,7766.213050709697,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
ror,CF,0.656435151471,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
ror,FOM,1.54,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NSD 2,investment,6933.091311087297,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NSD 2,CF,0.661946759719,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NSD 2,FOM,0.56,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NSD 3,investment,6790.563957717893,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NSD 3,CF,0.623501853748,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NSD 3,FOM,1.65,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NSD 4,investment,6113.050536587157,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NSD 4,CF,0.664551728303,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Hydropower - NSD 4,FOM,0.45,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
biomass,investment,4416.158654589623,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
biomass,CF,0.635,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
biomass,FOM,3.42,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
biomass,fuel,5.0,USD/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
biomass,VOM,5.8,USD/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
csp-tower,investment,6504.848705057954,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
csp-tower,CF,0.63,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
csp-tower,FOM,1.01,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
csp-tower,VOM,3.5,USD/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
CSP - Class 3,investment,6504.848705057954,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
CSP - Class 3,CF,0.604,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
CSP - Class 3,FOM,1.01,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
CSP - Class 3,VOM,3.5,USD/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
CSP - Class 8,investment,6504.848705057954,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
CSP - Class 8,CF,0.494,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
CSP - Class 8,FOM,1.01,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
CSP - Class 8,VOM,3.5,USD/MWh,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 10,investment,1783.645004757945,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 10,CF,0.1219197802956984,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 10,FOM,1.05,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
solar-rooftop,investment,1783.645004757945,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
solar-rooftop,CF,0.1896446399246481,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
solar-rooftop,FOM,1.05,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 2,investment,1783.645004757945,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 2,CF,0.1827675787047499,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 2,FOM,1.05,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 3,investment,1783.645004757945,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 3,CF,0.1730109868486331,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 3,FOM,1.05,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 4,investment,1783.645004757945,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 4,CF,0.163869044456024,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 4,FOM,1.05,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 5,investment,1783.645004757945,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 5,CF,0.156377055826751,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 5,FOM,1.05,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 6,investment,1783.645004757945,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 6,CF,0.1543033964655117,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 6,FOM,1.05,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 7,investment,1783.645004757945,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 7,CF,0.1470202863311658,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 7,FOM,1.05,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 8,investment,1783.645004757945,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 8,CF,0.1396298549404354,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 8,FOM,1.05,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 9,investment,1783.645004757945,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 9,CF,0.1340293549941156,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial PV - Class 9,FOM,1.05,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial DW - Class 10,investment,4402.27529853617,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial DW - Class 10,CF,0.1308,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial DW - Class 10,FOM,0.8,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial DW - Class 1,investment,4402.27529853617,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial DW - Class 1,CF,0.4929,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial DW - Class 1,FOM,0.8,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial DW - Class 2,investment,4402.27529853617,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial DW - Class 2,CF,0.4473,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial DW - Class 2,FOM,0.8,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial DW - Class 3,investment,4402.27529853617,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial DW - Class 3,CF,0.4316,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial DW - Class 3,FOM,0.8,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial DW - Class 4,investment,4402.27529853617,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial DW - Class 4,CF,0.4154,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial DW - Class 4,FOM,0.8,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial DW - Class 5,investment,4402.27529853617,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial DW - Class 5,CF,0.3955,per unit,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial DW - Class 5,FOM,0.8,%/year,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
Commercial DW - Class 6,investment,4402.27529853617,USD/kW,NREL/ATB-https://data.openei.org/s3_viewer?bucket=oedi-data-lake&prefix=ATB%2Felectricity%2Fcsv%2F2022%2F,,2020.0,R&D,Advanced
